"","days","Name","Past","Pres","Fcast"
"19396",2019-07-28,"Lynchburg",22.746,23.205,25.731
"19397",2019-07-28,"Madison",17.091,17.944,19.961
"19398",2019-07-28,"Marquette",13.946,13.15,12.812
"19399",2019-07-28,"Memphis",26.784,27.889,30.608
"19400",2019-07-28,"Meridian",27.424,27.912,31.487
"19401",2019-07-28,"MiddletownHarrisburg",21.329,22.249,24.55
"19402",2019-07-28,"Milwaukee",17.207,18.437,20.838
"19403",2019-07-28,"Minneapolis",17.05,18.298,20.928
"19404",2019-07-28,"Mobile",28.897,29.181,32.988
"19405",2019-07-28,"Moline",20.044,20.724,23.038
"19406",2019-07-28,"Montgomery",28.04,28.866,31.774
"19407",2019-07-28,"Nashville",25.239,26.04,28.975
"19408",2019-07-28,"NewYork",22.131,22.882,24.488
"19409",2019-07-28,"NorfolkVA",24.707,26.113,29.019
"19410",2019-07-28,"NorthPlatte",18.86,19.429,21.093
"19411",2019-07-28,"Oklahoma",26.284,26.617,28.012
"19412",2019-07-28,"Omaha",21.324,21.591,23.318
"19413",2019-07-28,"Pensacola",29.049,29.687,32.875
"19414",2019-07-28,"Philadelphia",22.08,23.791,26.005
"19415",2019-07-28,"Phoenix",32.544,35.66,37.98
"19416",2019-07-28,"Pittsburgh",19.709,20.707,22.896
"19417",2019-07-28,"PortlandME",15.841,17.134,19.74
"19418",2019-07-28,"Raleigh",24.516,26.057,28.488
"19419",2019-07-28,"RochesterNY",17.869,18.695,20.752
"19420",2019-07-28,"Roswell",25.574,26.881,30.789
"19421",2019-07-28,"Sacramento",24.818,25.913,28.877
"19422",2019-07-28,"SaltLakeCity",20.729,22.533,25.847
"19423",2019-07-28,"SanAntonio",30.305,31.149,34.144
"19424",2019-07-28,"SaultSteMarie",12.434,13.974,17.115
"19425",2019-07-28,"Savannah",28.064,29.156,33.022
"19426",2019-07-28,"Seattle",17.485,18.691,21.716
"19427",2019-07-28,"Shreveport",28.66,29.413,32.05
"19428",2019-07-28,"SiouxFalls",17.624,18.025,20.451
"19429",2019-07-28,"Spokane",17.142,17.875,20.342
"19430",2019-07-28,"Springfield",21.743,22.344,24.827
"19431",2019-07-28,"SpringfieldMO",23.301,24.03,26.877
"19432",2019-07-28,"Tampa",30.193,31.47,35.102
"19433",2019-07-28,"Topeka",23.071,23.817,26.37
"19434",2019-07-28,"Valentine",18.174,18.985,22.094
"19435",2019-07-28,"WashingtonDC",23.838,25.142,28.321
"19436",2019-07-28,"Williston",14.696,14.693,16.262
"19437",2019-07-28,"Winnemucca",17.732,18.794,21.422
"19438",2019-07-29,"Abilene",28.676,28.773,31.472
"19439",2019-07-29,"Albany",18.011,19.046,21.16
"19440",2019-07-29,"Albuquerque",23.616,24.367,27.02
"19441",2019-07-29,"Amarillo",24.169,24.459,26.415
"19442",2019-07-29,"Atlanta",25.732,27.049,30.383
"19443",2019-07-29,"Augusta",27.024,27.883,31.226
"19444",2019-07-29,"Baltimore",22.599,23.469,25.85
"19445",2019-07-29,"Bismarck",14.944,15.701,17.155
"19446",2019-07-29,"Boise",19.97,21.559,24.522
"19447",2019-07-29,"Boston",19.767,20.498,22.654
"19448",2019-07-29,"CedarRapids",19.177,19.096,20.623
"19449",2019-07-29,"Charlotte",25.324,25.951,29.057
"19450",2019-07-29,"Chattanooga",25.211,26.56,30.148
"19451",2019-07-29,"Cheyenne",15.962,16.626,18.916
"19452",2019-07-29,"Chicago",20.34,20.207,22.576
"19453",2019-07-29,"ColoradoSprings",17.936,18.751,21.75
"19454",2019-07-29,"ColumbiaSC",27.203,28.186,32.021
"19455",2019-07-29,"ColumbusOH",20.756,22.01,24.76
"19456",2019-07-29,"Concord",16.522,17.38,20.258
"19457",2019-07-29,"Concordia",22.682,22.981,25.588
"19458",2019-07-29,"CorpusChristi",30.962,31.765,33.805
"19459",2019-07-29,"DallasFortWorth",29.798,30.228,32.626
"19460",2019-07-29,"Denver",19.171,19.97,20.966
"19461",2019-07-29,"DesMoines",20.203,21.225,24.002
"19462",2019-07-29,"Detroit",19.13,20.066,22.623
"19463",2019-07-29,"DodgeCity",23.322,23.566,25.389
"19464",2019-07-29,"Dubuque",17.791,18.33,19.982
"19465",2019-07-29,"Duluth",12.122,13.268,15.933
"19466",2019-07-29,"EauClaire",15.882,16.741,18.612
"19467",2019-07-29,"Erie",18.309,19.495,22.21
"19468",2019-07-29,"Eureka",15.971,16.695,18.004
"19469",2019-07-29,"Evansville",23.425,24.193,26.556
"19470",2019-07-29,"Fargo",14.607,15.337,17.133
"19471",2019-07-29,"Flagstaff",15.172,16.061,18.303
"19472",2019-07-29,"FortSmith",26.816,27.554,30.222
"19473",2019-07-29,"Fresno",26.441,28.3,32.199
"19474",2019-07-29,"GrandJunction",22.022,22.43,24.437
"19475",2019-07-29,"GrandRapids",17.949,18.954,21.458
"19476",2019-07-29,"GreenBay",15.715,16.817,19.697
"19477",2019-07-29,"Havre",15.438,15.531,16.192
"19478",2019-07-29,"Helena",15.156,16.705,19.412
"19479",2019-07-29,"Houston",30.308,30.912,33.667
"19480",2019-07-29,"Huron",17.352,17.756,19.234
"19481",2019-07-29,"Indianapolis",21.086,22.264,24.789
"19482",2019-07-29,"Jacksonville",29.616,29.472,32.684
"19483",2019-07-29,"KansasCity",24.197,23.403,24.844
"19484",2019-07-29,"LaCrosse",17.877,18.951,21.941
"19485",2019-07-29,"Lander",15.939,16.442,18.803
"19486",2019-07-29,"Lansing",17.575,18.3,21.55
"19487",2019-07-29,"LosAngeles",25.149,25.453,27.256
"19488",2019-07-29,"Louisville",23.477,25.392,28.209
"19489",2019-07-29,"Lynchburg",22.764,23.223,25.75
"19490",2019-07-29,"Madison",17.13,17.983,20.001
"19491",2019-07-29,"Marquette",13.984,13.191,12.852
"19492",2019-07-29,"Memphis",26.793,27.898,30.619
"19493",2019-07-29,"Meridian",27.429,27.917,31.492
"19494",2019-07-29,"MiddletownHarrisburg",21.356,22.275,24.578
"19495",2019-07-29,"Milwaukee",17.243,18.473,20.875
"19496",2019-07-29,"Minneapolis",17.095,18.342,20.973
"19497",2019-07-29,"Mobile",28.896,29.18,32.987
"19498",2019-07-29,"Moline",20.079,20.758,23.073
"19499",2019-07-29,"Montgomery",28.043,28.868,31.777
"19500",2019-07-29,"Nashville",25.253,26.055,28.991
"19501",2019-07-29,"NewYork",22.155,22.906,24.512
"19502",2019-07-29,"NorfolkVA",24.72,26.126,29.032
"19503",2019-07-29,"NorthPlatte",18.895,19.463,21.129
"19504",2019-07-29,"Oklahoma",26.298,26.631,28.027
"19505",2019-07-29,"Omaha",21.359,21.624,23.354
"19506",2019-07-29,"Pensacola",29.047,29.685,32.873
"19507",2019-07-29,"Philadelphia",22.103,23.814,26.029
"19508",2019-07-29,"Phoenix",32.532,35.648,37.967
"19509",2019-07-29,"Pittsburgh",19.737,20.734,22.924
"19510",2019-07-29,"PortlandME",15.875,17.169,19.774
"19511",2019-07-29,"Raleigh",24.529,26.069,28.501
"19512",2019-07-29,"RochesterNY",17.902,18.728,20.785
"19513",2019-07-29,"Roswell",25.587,26.894,30.803
"19514",2019-07-29,"Sacramento",24.826,25.92,28.886
"19515",2019-07-29,"SaltLakeCity",20.759,22.564,25.878
"19516",2019-07-29,"SanAntonio",30.3,31.145,34.139
"19517",2019-07-29,"SaultSteMarie",12.474,14.015,17.155
"19518",2019-07-29,"Savannah",28.064,29.156,33.022
"19519",2019-07-29,"Seattle",17.501,18.708,21.734
"19520",2019-07-29,"Shreveport",28.662,29.415,32.052
"19521",2019-07-29,"SiouxFalls",17.669,18.067,20.495
"19522",2019-07-29,"Spokane",17.173,17.906,20.374
"19523",2019-07-29,"Springfield",21.772,22.372,24.857
"19524",2019-07-29,"SpringfieldMO",23.322,24.051,26.901
"19525",2019-07-29,"Tampa",30.185,31.463,35.094
"19526",2019-07-29,"Topeka",23.097,23.842,26.398
"19527",2019-07-29,"Valentine",18.213,19.023,22.134
"19528",2019-07-29,"WashingtonDC",23.857,25.162,28.341
"19529",2019-07-29,"Williston",14.747,14.741,16.312
"19530",2019-07-29,"Winnemucca",17.761,18.824,21.453
"19531",2019-07-30,"Abilene",28.678,28.776,31.475
"19532",2019-07-30,"Albany",18.044,19.078,21.192
"19533",2019-07-30,"Albuquerque",23.634,24.385,27.039
"19534",2019-07-30,"Amarillo",24.186,24.476,26.433
"19535",2019-07-30,"Atlanta",25.739,27.056,30.39
"19536",2019-07-30,"Augusta",27.027,27.886,31.229
"19537",2019-07-30,"Baltimore",22.618,23.489,25.87
"19538",2019-07-30,"Bismarck",14.992,15.746,17.2
"19539",2019-07-30,"Boise",19.997,21.586,24.551
"19540",2019-07-30,"Boston",19.793,20.525,22.68
"19541",2019-07-30,"CedarRapids",19.213,19.131,20.659
"19542",2019-07-30,"Charlotte",25.334,25.96,29.067
"19543",2019-07-30,"Chattanooga",25.221,26.57,30.159
"19544",2019-07-30,"Cheyenne",15.993,16.657,18.948
"19545",2019-07-30,"Chicago",20.371,20.239,22.609
"19546",2019-07-30,"ColoradoSprings",17.964,18.779,21.78
"19547",2019-07-30,"ColumbiaSC",27.207,28.19,32.025
"19548",2019-07-30,"ColumbusOH",20.781,22.036,24.786
"19549",2019-07-30,"Concord",16.556,17.415,20.293
"19550",2019-07-30,"Concordia",22.709,23.007,25.616
"19551",2019-07-30,"CorpusChristi",30.952,31.755,33.796
"19552",2019-07-30,"DallasFortWorth",29.797,30.227,32.625
"19553",2019-07-30,"Denver",19.198,19.998,20.995
"19554",2019-07-30,"DesMoines",20.237,21.258,24.037
"19555",2019-07-30,"Detroit",19.16,20.097,22.655
"19556",2019-07-30,"DodgeCity",23.346,23.589,25.413
"19557",2019-07-30,"Dubuque",17.827,18.365,20.019
"19558",2019-07-30,"Duluth",12.167,13.312,15.978
"19559",2019-07-30,"EauClaire",15.925,16.782,18.654
"19560",2019-07-30,"Erie",18.337,19.524,22.239
"19561",2019-07-30,"Eureka",15.977,16.702,18.012
"19562",2019-07-30,"Evansville",23.444,24.212,26.576
"19563",2019-07-30,"Fargo",14.657,15.385,17.182
"19564",2019-07-30,"Flagstaff",15.2,16.088,18.331
"19565",2019-07-30,"FortSmith",26.825,27.564,30.232
"19566",2019-07-30,"Fresno",26.445,28.304,32.203
"19567",2019-07-30,"GrandJunction",22.05,22.459,24.465
"19568",2019-07-30,"GrandRapids",17.981,18.986,21.491
"19569",2019-07-30,"GreenBay",15.754,16.856,19.736
"19570",2019-07-30,"Havre",15.483,15.573,16.234
"19571",2019-07-30,"Helena",15.193,16.743,19.452
"19572",2019-07-30,"Houston",30.302,30.905,33.66
"19573",2019-07-30,"Huron",17.396,17.798,19.277
"19574",2019-07-30,"Indianapolis",21.112,22.29,24.816
"19575",2019-07-30,"Jacksonville",29.61,29.466,32.679
"19576",2019-07-30,"KansasCity",24.221,23.426,24.869
"19577",2019-07-30,"LaCrosse",17.916,18.989,21.98
"19578",2019-07-30,"Lander",15.977,16.479,18.843
"19579",2019-07-30,"Lansing",17.608,18.334,21.584
"19580",2019-07-30,"LosAngeles",25.15,25.454,27.258
"19581",2019-07-30,"Louisville",23.495,25.41,28.228
"19582",2019-07-30,"Lynchburg",22.781,23.24,25.768
"19583",2019-07-30,"Madison",17.168,18.02,20.038
"19584",2019-07-30,"Marquette",14.021,13.231,12.892
"19585",2019-07-30,"Memphis",26.801,27.906,30.627
"19586",2019-07-30,"Meridian",27.431,27.919,31.495
"19587",2019-07-30,"MiddletownHarrisburg",21.38,22.3,24.603
"19588",2019-07-30,"Milwaukee",17.277,18.507,20.91
"19589",2019-07-30,"Minneapolis",17.138,18.383,21.015
"19590",2019-07-30,"Mobile",28.893,29.178,32.984
"19591",2019-07-30,"Moline",20.112,20.79,23.107
"19592",2019-07-30,"Montgomery",28.043,28.869,31.777
"19593",2019-07-30,"Nashville",25.266,26.068,29.004
"19594",2019-07-30,"NewYork",22.177,22.929,24.535
"19595",2019-07-30,"NorfolkVA",24.731,26.138,29.043
"19596",2019-07-30,"NorthPlatte",18.928,19.496,21.163
"19597",2019-07-30,"Oklahoma",26.31,26.643,28.04
"19598",2019-07-30,"Omaha",21.391,21.656,23.387
"19599",2019-07-30,"Pensacola",29.044,29.682,32.869
"19600",2019-07-30,"Philadelphia",22.124,23.836,26.051
"19601",2019-07-30,"Phoenix",32.517,35.633,37.952
"19602",2019-07-30,"Pittsburgh",19.762,20.761,22.951
"19603",2019-07-30,"PortlandME",15.908,17.202,19.807
"19604",2019-07-30,"Raleigh",24.54,26.081,28.513
"19605",2019-07-30,"RochesterNY",17.933,18.76,20.816
"19606",2019-07-30,"Roswell",25.599,26.905,30.814
"19607",2019-07-30,"Sacramento",24.832,25.927,28.893
"19608",2019-07-30,"SaltLakeCity",20.787,22.593,25.907
"19609",2019-07-30,"SanAntonio",30.294,31.139,34.133
"19610",2019-07-30,"SaultSteMarie",12.512,14.054,17.194
"19611",2019-07-30,"Savannah",28.062,29.154,33.02
"19612",2019-07-30,"Seattle",17.516,18.723,21.751
"19613",2019-07-30,"Shreveport",28.661,29.415,32.052
"19614",2019-07-30,"SiouxFalls",17.711,18.107,20.537
"19615",2019-07-30,"Spokane",17.202,17.935,20.405
"19616",2019-07-30,"Springfield",21.798,22.398,24.885
"19617",2019-07-30,"SpringfieldMO",23.342,24.071,26.922
"19618",2019-07-30,"Tampa",30.175,31.453,35.084
"19619",2019-07-30,"Topeka",23.121,23.866,26.423
"19620",2019-07-30,"Valentine",18.25,19.058,22.172
"19621",2019-07-30,"WashingtonDC",23.875,25.179,28.36
"19622",2019-07-30,"Williston",14.796,14.786,16.359
"19623",2019-07-30,"Winnemucca",17.789,18.853,21.483
"19624",2019-07-31,"Abilene",28.679,28.777,31.475
"19625",2019-07-31,"Albany",18.075,19.109,21.223
"19626",2019-07-31,"Albuquerque",23.651,24.401,27.055
"19627",2019-07-31,"Amarillo",24.201,24.49,26.449
"19628",2019-07-31,"Atlanta",25.745,27.062,30.396
"19629",2019-07-31,"Augusta",27.029,27.887,31.231
"19630",2019-07-31,"Baltimore",22.636,23.506,25.888
"19631",2019-07-31,"Bismarck",15.039,15.79,17.244
"19632",2019-07-31,"Boise",20.022,21.612,24.578
"19633",2019-07-31,"Boston",19.818,20.55,22.705
"19634",2019-07-31,"CedarRapids",19.246,19.163,20.692
"19635",2019-07-31,"Charlotte",25.342,25.968,29.076
"19636",2019-07-31,"Chattanooga",25.23,26.579,30.168
"19637",2019-07-31,"Cheyenne",16.022,16.686,18.978
"19638",2019-07-31,"Chicago",20.401,20.268,22.639
"19639",2019-07-31,"ColoradoSprings",17.99,18.805,21.808
"19640",2019-07-31,"ColumbiaSC",27.209,28.192,32.027
"19641",2019-07-31,"ColumbusOH",20.805,22.059,24.811
"19642",2019-07-31,"Concord",16.588,17.448,20.327
"19643",2019-07-31,"Concordia",22.733,23.03,25.642
"19644",2019-07-31,"CorpusChristi",30.941,31.744,33.784
"19645",2019-07-31,"DallasFortWorth",29.795,30.225,32.623
"19646",2019-07-31,"Denver",19.223,20.024,21.022
"19647",2019-07-31,"DesMoines",20.269,21.289,24.07
"19648",2019-07-31,"Detroit",19.188,20.127,22.684
"19649",2019-07-31,"DodgeCity",23.367,23.609,25.435
"19650",2019-07-31,"Dubuque",17.861,18.399,20.054
"19651",2019-07-31,"Duluth",12.21,13.355,16.021
"19652",2019-07-31,"EauClaire",15.966,16.822,18.695
"19653",2019-07-31,"Erie",18.364,19.552,22.266
"19654",2019-07-31,"Eureka",15.983,16.709,18.02
"19655",2019-07-31,"Evansville",23.461,24.229,26.594
"19656",2019-07-31,"Fargo",14.706,15.431,17.228
"19657",2019-07-31,"Flagstaff",15.225,16.113,18.357
"19658",2019-07-31,"FortSmith",26.833,27.571,30.24
"19659",2019-07-31,"Fresno",26.448,28.306,32.206
"19660",2019-07-31,"GrandJunction",22.076,22.485,24.492
"19661",2019-07-31,"GrandRapids",18.011,19.017,21.522
"19662",2019-07-31,"GreenBay",15.792,16.892,19.773
"19663",2019-07-31,"Havre",15.525,15.613,16.275
"19664",2019-07-31,"Helena",15.229,16.779,19.489
"19665",2019-07-31,"Houston",30.294,30.897,33.651
"19666",2019-07-31,"Huron",17.439,17.838,19.319
"19667",2019-07-31,"Indianapolis",21.135,22.314,24.841
"19668",2019-07-31,"Jacksonville",29.603,29.459,32.671
"19669",2019-07-31,"KansasCity",24.242,23.447,24.892
"19670",2019-07-31,"LaCrosse",17.953,19.026,22.018
"19671",2019-07-31,"Lander",16.013,16.515,18.882
"19672",2019-07-31,"Lansing",17.64,18.366,21.616
"19673",2019-07-31,"LosAngeles",25.151,25.455,27.258
"19674",2019-07-31,"Louisville",23.51,25.427,28.245
"19675",2019-07-31,"Lynchburg",22.795,23.255,25.784
"19676",2019-07-31,"Madison",17.203,18.055,20.074
"19677",2019-07-31,"Marquette",14.057,13.27,12.93
"19678",2019-07-31,"Memphis",26.807,27.912,30.633
"19679",2019-07-31,"Meridian",27.432,27.92,31.496
"19680",2019-07-31,"MiddletownHarrisburg",21.403,22.324,24.627
"19681",2019-07-31,"Milwaukee",17.31,18.539,20.943
"19682",2019-07-31,"Minneapolis",17.179,18.423,21.055
"19683",2019-07-31,"Mobile",28.888,29.173,32.979
"19684",2019-07-31,"Moline",20.143,20.82,23.138
"19685",2019-07-31,"Montgomery",28.042,28.868,31.776
"19686",2019-07-31,"Nashville",25.277,26.078,29.016
"19687",2019-07-31,"NewYork",22.198,22.95,24.555
"19688",2019-07-31,"NorfolkVA",24.74,26.147,29.053
"19689",2019-07-31,"NorthPlatte",18.959,19.526,21.195
"19690",2019-07-31,"Oklahoma",26.32,26.652,28.05
"19691",2019-07-31,"Omaha",21.422,21.685,23.418
"19692",2019-07-31,"Pensacola",29.038,29.677,32.864
"19693",2019-07-31,"Philadelphia",22.143,23.856,26.071
"19694",2019-07-31,"Phoenix",32.501,35.617,37.934
"19695",2019-07-31,"Pittsburgh",19.786,20.785,22.976
"19696",2019-07-31,"PortlandME",15.939,17.233,19.838
"19697",2019-07-31,"Raleigh",24.548,26.09,28.522
"19698",2019-07-31,"RochesterNY",17.963,18.789,20.846
"19699",2019-07-31,"Roswell",25.609,26.915,30.824
"19700",2019-07-31,"Sacramento",24.837,25.932,28.898
"19701",2019-07-31,"SaltLakeCity",20.813,22.621,25.935
"19702",2019-07-31,"SanAntonio",30.286,31.13,34.124
"19703",2019-07-31,"SaultSteMarie",12.549,14.092,17.231
"19704",2019-07-31,"Savannah",28.059,29.151,33.017
"19705",2019-07-31,"Seattle",17.53,18.737,21.766
"19706",2019-07-31,"Shreveport",28.659,29.413,32.049
"19707",2019-07-31,"SiouxFalls",17.751,18.145,20.576
"19708",2019-07-31,"Spokane",17.229,17.963,20.434
"19709",2019-07-31,"Springfield",21.823,22.423,24.91
"19710",2019-07-31,"SpringfieldMO",23.36,24.089,26.941
"19711",2019-07-31,"Tampa",30.165,31.443,35.073
"19712",2019-07-31,"Topeka",23.144,23.887,26.446
"19713",2019-07-31,"Valentine",18.285,19.092,22.208
"19714",2019-07-31,"WashingtonDC",23.891,25.195,28.376
"19715",2019-07-31,"Williston",14.842,14.831,16.405
"19716",2019-07-31,"Winnemucca",17.815,18.881,21.511
"19717",2019-08-01,"Abilene",28.678,28.775,31.474
"19718",2019-08-01,"Albany",18.105,19.138,21.252
"19719",2019-08-01,"Albuquerque",23.666,24.415,27.07
"19720",2019-08-01,"Amarillo",24.214,24.503,26.462
"19721",2019-08-01,"Atlanta",25.749,27.065,30.4
"19722",2019-08-01,"Augusta",27.028,27.886,31.23
"19723",2019-08-01,"Baltimore",22.652,23.522,25.905
"19724",2019-08-01,"Bismarck",15.084,15.832,17.285
"19725",2019-08-01,"Boise",20.044,21.636,24.603
"19726",2019-08-01,"Boston",19.841,20.573,22.728
"19727",2019-08-01,"CedarRapids",19.278,19.194,20.724
"19728",2019-08-01,"Charlotte",25.348,25.974,29.082
"19729",2019-08-01,"Chattanooga",25.236,26.585,30.175
"19730",2019-08-01,"Cheyenne",16.05,16.714,19.008
"19731",2019-08-01,"Chicago",20.429,20.296,22.668
"19732",2019-08-01,"ColoradoSprings",18.015,18.829,21.834
"19733",2019-08-01,"ColumbiaSC",27.21,28.192,32.027
"19734",2019-08-01,"ColumbusOH",20.826,22.081,24.834
"19735",2019-08-01,"Concord",16.619,17.479,20.358
"19736",2019-08-01,"Concordia",22.755,23.052,25.665
"19737",2019-08-01,"CorpusChristi",30.928,31.732,33.771
"19738",2019-08-01,"DallasFortWorth",29.79,30.22,32.618
"19739",2019-08-01,"Denver",19.246,20.048,21.047
"19740",2019-08-01,"DesMoines",20.299,21.318,24.101
"19741",2019-08-01,"Detroit",19.215,20.154,22.712
"19742",2019-08-01,"DodgeCity",23.386,23.628,25.454
"19743",2019-08-01,"Dubuque",17.893,18.431,20.087
"19744",2019-08-01,"Duluth",12.252,13.396,16.062
"19745",2019-08-01,"EauClaire",16.005,16.859,18.734
"19746",2019-08-01,"Erie",18.389,19.578,22.292
"19747",2019-08-01,"Eureka",15.988,16.715,18.027
"19748",2019-08-01,"Evansville",23.476,24.244,26.61
"19749",2019-08-01,"Fargo",14.752,15.475,17.273
"19750",2019-08-01,"Flagstaff",15.25,16.137,18.382
"19751",2019-08-01,"FortSmith",26.838,27.576,30.245
"19752",2019-08-01,"Fresno",26.448,28.307,32.207
"19753",2019-08-01,"GrandJunction",22.1,22.51,24.516
"19754",2019-08-01,"GrandRapids",18.04,19.045,21.551
"19755",2019-08-01,"GreenBay",15.827,16.927,19.809
"19756",2019-08-01,"Havre",15.566,15.651,16.313
"19757",2019-08-01,"Helena",15.263,16.813,19.525
"19758",2019-08-01,"Houston",30.284,30.887,33.641
"19759",2019-08-01,"Huron",17.48,17.876,19.359
"19760",2019-08-01,"Indianapolis",21.157,22.337,24.864
"19761",2019-08-01,"Jacksonville",29.595,29.451,32.662
"19762",2019-08-01,"KansasCity",24.262,23.465,24.912
"19763",2019-08-01,"LaCrosse",17.988,19.061,22.054
"19764",2019-08-01,"Lander",16.047,16.549,18.918
"19765",2019-08-01,"Lansing",17.67,18.396,21.647
"19766",2019-08-01,"LosAngeles",25.15,25.454,27.258
"19767",2019-08-01,"Louisville",23.524,25.441,28.26
"19768",2019-08-01,"Lynchburg",22.808,23.268,25.798
"19769",2019-08-01,"Madison",17.237,18.088,20.108
"19770",2019-08-01,"Marquette",14.091,13.306,12.966
"19771",2019-08-01,"Memphis",26.81,27.915,30.637
"19772",2019-08-01,"Meridian",27.431,27.919,31.495
"19773",2019-08-01,"MiddletownHarrisburg",21.423,22.345,24.648
"19774",2019-08-01,"Milwaukee",17.341,18.57,20.974
"19775",2019-08-01,"Minneapolis",17.218,18.461,21.093
"19776",2019-08-01,"Mobile",28.882,29.167,32.973
"19777",2019-08-01,"Moline",20.172,20.848,23.168
"19778",2019-08-01,"Montgomery",28.039,28.865,31.773
"19779",2019-08-01,"Nashville",25.285,26.087,29.025
"19780",2019-08-01,"NewYork",22.217,22.968,24.574
"19781",2019-08-01,"NorfolkVA",24.747,26.154,29.061
"19782",2019-08-01,"NorthPlatte",18.988,19.555,21.225
"19783",2019-08-01,"Oklahoma",26.328,26.66,28.058
"19784",2019-08-01,"Omaha",21.45,21.713,23.447
"19785",2019-08-01,"Pensacola",29.031,29.67,32.856
"19786",2019-08-01,"Philadelphia",22.161,23.873,26.09
"19787",2019-08-01,"Phoenix",32.482,35.597,37.914
"19788",2019-08-01,"Pittsburgh",19.808,20.807,22.999
"19789",2019-08-01,"PortlandME",15.968,17.263,19.867
"19790",2019-08-01,"Raleigh",24.555,26.097,28.53
"19791",2019-08-01,"RochesterNY",17.99,18.817,20.874
"19792",2019-08-01,"Roswell",25.616,26.922,30.832
"19793",2019-08-01,"Sacramento",24.841,25.935,28.902
"19794",2019-08-01,"SaltLakeCity",20.837,22.646,25.96
"19795",2019-08-01,"SanAntonio",30.276,31.12,34.113
"19796",2019-08-01,"SaultSteMarie",12.584,14.128,17.267
"19797",2019-08-01,"Savannah",28.053,29.146,33.011
"19798",2019-08-01,"Seattle",17.542,18.75,21.781
"19799",2019-08-01,"Shreveport",28.655,29.409,32.045
"19800",2019-08-01,"SiouxFalls",17.789,18.18,20.614
"19801",2019-08-01,"Spokane",17.255,17.989,20.462
"19802",2019-08-01,"Springfield",21.845,22.445,24.934
"19803",2019-08-01,"SpringfieldMO",23.375,24.104,26.958
"19804",2019-08-01,"Tampa",30.152,31.431,35.06
"19805",2019-08-01,"Topeka",23.164,23.906,26.466
"19806",2019-08-01,"Valentine",18.318,19.124,22.242
"19807",2019-08-01,"WashingtonDC",23.904,25.209,28.39
"19808",2019-08-01,"Williston",14.887,14.873,16.449
"19809",2019-08-01,"Winnemucca",17.84,18.907,21.538
"19810",2019-08-02,"Abilene",28.674,28.772,31.47
"19811",2019-08-02,"Albany",18.132,19.165,21.279
"19812",2019-08-02,"Albuquerque",23.679,24.428,27.083
"19813",2019-08-02,"Amarillo",24.226,24.513,26.474
"19814",2019-08-02,"Atlanta",25.751,27.067,30.402
"19815",2019-08-02,"Augusta",27.025,27.884,31.227
"19816",2019-08-02,"Baltimore",22.666,23.536,25.919
"19817",2019-08-02,"Bismarck",15.126,15.872,17.325
"19818",2019-08-02,"Boise",20.066,21.658,24.626
"19819",2019-08-02,"Boston",19.862,20.594,22.75
"19820",2019-08-02,"CedarRapids",19.308,19.223,20.754
"19821",2019-08-02,"Charlotte",25.352,25.979,29.086
"19822",2019-08-02,"Chattanooga",25.241,26.59,30.18
"19823",2019-08-02,"Cheyenne",16.077,16.741,19.035
"19824",2019-08-02,"Chicago",20.455,20.321,22.694
"19825",2019-08-02,"ColoradoSprings",18.038,18.851,21.859
"19826",2019-08-02,"ColumbiaSC",27.208,28.19,32.025
"19827",2019-08-02,"ColumbusOH",20.846,22.101,24.854
"19828",2019-08-02,"Concord",16.648,17.508,20.388
"19829",2019-08-02,"Concordia",22.775,23.071,25.686
"19830",2019-08-02,"CorpusChristi",30.914,31.717,33.757
"19831",2019-08-02,"DallasFortWorth",29.783,30.213,32.61
"19832",2019-08-02,"Denver",19.268,20.07,21.071
"19833",2019-08-02,"DesMoines",20.327,21.344,24.129
"19834",2019-08-02,"Detroit",19.24,20.18,22.738
"19835",2019-08-02,"DodgeCity",23.403,23.644,25.472
"19836",2019-08-02,"Dubuque",17.923,18.461,20.118
"19837",2019-08-02,"Duluth",12.292,13.436,16.102
"19838",2019-08-02,"EauClaire",16.042,16.895,18.771
"19839",2019-08-02,"Erie",18.412,19.602,22.316
"19840",2019-08-02,"Eureka",15.993,16.721,18.033
"19841",2019-08-02,"Evansville",23.489,24.257,26.623
"19842",2019-08-02,"Fargo",14.797,15.517,17.316
"19843",2019-08-02,"Flagstaff",15.273,16.16,18.406
"19844",2019-08-02,"FortSmith",26.841,27.579,30.249
"19845",2019-08-02,"Fresno",26.447,28.306,32.205
"19846",2019-08-02,"GrandJunction",22.122,22.532,24.538
"19847",2019-08-02,"GrandRapids",18.066,19.072,21.578
"19848",2019-08-02,"GreenBay",15.861,16.96,19.842
"19849",2019-08-02,"Havre",15.605,15.687,16.351
"19850",2019-08-02,"Helena",15.295,16.845,19.56
"19851",2019-08-02,"Houston",30.273,30.875,33.628
"19852",2019-08-02,"Huron",17.518,17.912,19.396
"19853",2019-08-02,"Indianapolis",21.177,22.357,24.885
"19854",2019-08-02,"Jacksonville",29.584,29.441,32.651
"19855",2019-08-02,"KansasCity",24.279,23.481,24.93
"19856",2019-08-02,"LaCrosse",18.021,19.093,22.087
"19857",2019-08-02,"Lander",16.08,16.581,18.953
"19858",2019-08-02,"Lansing",17.698,18.424,21.676
"19859",2019-08-02,"LosAngeles",25.149,25.453,27.256
"19860",2019-08-02,"Louisville",23.536,25.453,28.273
